product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,target,failure_type,Temperature Difference,wear_torque_ratio,risk_level,equipment_age_years,maintenance_date
L47642,L,297.4,308.7,1433,43.4,116,0,No Failure,11.300000000000011,2.672811059907834,Low Risk,9,2024-01-20 06:00:00
L47643,L,297.4,308.7,2874,4.2,118,1,Power Failure,11.300000000000011,28.095238095238095,High Risk,12,2024-01-20 07:00:00
L47644,L,297.3,308.6,1511,35.7,120,0,No Failure,11.300000000000011,3.3613445378151257,Low Risk,2,2024-01-20 08:00:00
M15325,M,297.3,308.6,1456,42.9,122,0,No Failure,11.300000000000011,2.843822843822844,Low Risk,11,2024-01-20 09:00:00
L47646,L,297.2,308.5,1550,41.5,125,0,No Failure,11.300000000000011,3.0120481927710845,Low Risk,11,2024-01-20 10:00:00
L47647,L,297.2,308.5,2182,16.5,127,0,No Failure,11.300000000000011,7.696969696969697,Low Risk,6,2024-01-20 11:00:00
L47648,L,297.3,308.7,1619,31.6,129,0,No Failure,11.399999999999977,4.082278481012658,Low Risk,6,2024-01-20 12:00:00
M15329,M,297.3,308.8,1586,32.7,131,0,No Failure,11.5,4.00611620795107,Low Risk,5,2024-01-20 13:00:00
H29884,H,297.3,308.8,1499,44.2,134,0,No Failure,11.5,3.0316742081447963,Low Risk,6,2024-01-20 14:00:00
H29885,H,297.3,308.8,1419,42.4,139,0,No Failure,11.5,3.278301886792453,Low Risk,6,2024-01-20 15:00:00
M15332,M,297.4,309.0,1497,41.8,144,0,No Failure,11.600000000000023,3.444976076555024,Low Risk,6,2024-01-20 16:00:00
M15333,M,297.4,309.0,1520,37.0,147,0,No Failure,11.600000000000023,3.972972972972973,Low Risk,2,2024-01-20 17:00:00
L47654,L,297.4,309.1,1478,49.8,150,0,No Failure,11.700000000000045,3.0120481927710845,Low Risk,9,2024-01-20 18:00:00
L47655,L,297.4,309.1,1380,41.1,152,0,No Failure,11.700000000000045,3.6982968369829683,Low Risk,5,2024-01-20 19:00:00
L47656,L,297.4,309.0,1570,37.9,154,0,No Failure,11.600000000000023,4.063324538258575,Low Risk,7,2024-01-20 20:00:00
H29891,H,297.4,309.0,1468,41.4,156,0,No Failure,11.600000000000023,3.768115942028986,Low Risk,9,2024-01-20 21:00:00
L47658,L,297.4,309.0,1833,22.6,161,0,No Failure,11.600000000000023,7.123893805309734,Low Risk,5,2024-01-20 22:00:00
M15339,M,297.4,308.9,1323,57.3,163,0,No Failure,11.5,2.844677137870855,Low Risk,3,2024-01-20 23:00:00
L47660,L,297.4,309.0,1583,32.0,166,0,No Failure,11.600000000000023,5.1875,Low Risk,7,2024-01-21 00:00:00
M15341,M,297.3,309.0,1556,39.5,168,0,No Failure,11.699999999999989,4.253164556962025,Low Risk,8,2024-01-21 01:00:00
L47662,L,297.3,309.0,1548,37.4,171,0,No Failure,11.699999999999989,4.572192513368984,Low Risk,12,2024-01-21 02:00:00
L47663,L,297.4,309.0,1324,56.9,173,0,No Failure,11.600000000000023,3.040421792618629,Low Risk,4,2024-01-21 03:00:00
L47664,L,297.4,309.0,1568,33.7,175,0,No Failure,11.600000000000023,5.192878338278931,Low Risk,14,2024-01-21 04:00:00
M15345,M,297.4,309.0,1685,30.7,177,0,No Failure,11.600000000000023,5.765472312703583,Low Risk,2,2024-01-21 05:00:00
M15346,M,297.4,309.1,1582,35.9,180,0,No Failure,11.700000000000045,5.013927576601671,Low Risk,8,2024-01-21 06:00:00
M15347,M,297.4,309.1,1463,35.0,183,0,No Failure,11.700000000000045,5.228571428571429,Low Risk,12,2024-01-21 07:00:00
L47668,L,297.4,309.2,1584,42.8,186,0,No Failure,11.800000000000011,4.345794392523365,Low Risk,14,2024-01-21 08:00:00
M15349,M,297.5,309.2,1347,55.8,188,0,No Failure,11.699999999999989,3.3691756272401436,Low Risk,10,2024-01-21 09:00:00
L47670,L,297.4,309.2,1459,37.9,191,0,No Failure,11.800000000000011,5.03957783641161,Low Risk,2,2024-01-21 10:00:00
L47671,L,297.4,309.2,1420,45.6,193,0,No Failure,11.800000000000011,4.232456140350877,Low Risk,8,2024-01-21 11:00:00
L47672,L,297.5,309.3,1404,43.5,195,0,No Failure,11.800000000000011,4.482758620689655,Low Risk,6,2024-01-21 12:00:00
L47673,L,297.5,309.3,1470,38.8,197,0,No Failure,11.800000000000011,5.077319587628867,Low Risk,10,2024-01-21 13:00:00
L47674,L,297.6,309.4,1326,49.8,199,0,No Failure,11.799999999999955,3.9959839357429723,Low Risk,13,2024-01-21 14:00:00
H29909,H,297.5,309.3,1459,49.7,201,0,No Failure,11.800000000000011,4.044265593561368,Low Risk,7,2024-01-21 15:00:00
M15356,M,297.5,309.2,1530,40.0,206,0,No Failure,11.699999999999989,5.15,Low Risk,5,2024-01-21 16:00:00
L47677,L,297.4,309.0,1505,39.2,209,0,No Failure,11.600000000000023,5.331632653061224,Low Risk,7,2024-01-21 17:00:00
L47678,L,297.5,309.1,1611,30.2,211,0,No Failure,11.600000000000023,6.986754966887418,Low Risk,6,2024-01-21 18:00:00
L47679,L,297.5,309.1,1515,35.1,213,0,No Failure,11.600000000000023,6.068376068376068,Low Risk,13,2024-01-21 19:00:00
M15360,M,297.5,309.2,1804,27.4,215,0,No Failure,11.699999999999989,7.846715328467154,Low Risk,2,2024-01-21 20:00:00
M15361,M,297.6,309.3,1464,46.2,218,0,No Failure,11.699999999999989,4.7186147186147185,Low Risk,10,2024-01-21 21:00:00
L47682,L,297.6,309.2,1390,43.3,221,0,No Failure,11.599999999999966,5.103926096997691,Low Risk,13,2024-01-21 22:00:00
M15363,M,297.6,309.2,1442,48.1,0,0,No Failure,11.599999999999966,0.0,Low Risk,12,2024-01-21 23:00:00
M15364,M,297.6,309.3,1529,41.9,3,0,No Failure,11.699999999999989,0.07159904534606205,Low Risk,5,2024-01-22 00:00:00
L47685,L,297.6,309.3,1610,35.0,6,0,No Failure,11.699999999999989,0.17142857142857143,Low Risk,14,2024-01-22 01:00:00
L47686,L,297.6,309.3,1543,34.3,8,0,No Failure,11.699999999999989,0.23323615160349856,Low Risk,3,2024-01-22 02:00:00
H29921,H,297.8,309.4,1445,48.2,10,0,No Failure,11.599999999999966,0.20746887966804978,Low Risk,8,2024-01-22 03:00:00
L47688,L,297.7,309.3,1893,24.6,15,0,No Failure,11.600000000000023,0.6097560975609756,Low Risk,3,2024-01-22 04:00:00
M15369,M,297.6,309.3,1415,41.3,17,0,No Failure,11.699999999999989,0.4116222760290557,Low Risk,3,2024-01-22 05:00:00
L47690,L,297.5,309.3,1564,37.5,20,0,No Failure,11.800000000000011,0.5333333333333333,Low Risk,11,2024-01-22 06:00:00
L47691,L,297.5,309.3,1479,39.4,22,0,No Failure,11.800000000000011,0.5583756345177665,Low Risk,11,2024-01-22 07:00:00
L47692,L,297.5,309.2,1426,44.8,24,0,No Failure,11.699999999999989,0.5357142857142857,Low Risk,3,2024-01-22 08:00:00
L47693,L,297.4,309.2,1428,38.8,26,0,No Failure,11.800000000000011,0.6701030927835052,Low Risk,2,2024-01-22 09:00:00
L47694,L,297.4,309.2,1620,33.2,28,0,No Failure,11.800000000000011,0.8433734939759036,Low Risk,7,2024-01-22 10:00:00
L47695,L,297.5,309.2,1715,28.0,30,0,No Failure,11.699999999999989,1.0714285714285714,Low Risk,8,2024-01-22 11:00:00
L47696,L,297.5,309.3,1732,29.9,32,0,No Failure,11.800000000000011,1.0702341137123745,Low Risk,9,2024-01-22 12:00:00
M15377,M,297.5,309.4,1391,58.2,34,0,No Failure,11.899999999999977,0.5841924398625429,Low Risk,14,2024-01-22 13:00:00
L47698,L,297.6,309.5,1924,20.6,37,0,No Failure,11.899999999999977,1.7961165048543688,Low Risk,14,2024-01-22 14:00:00
M15379,M,297.7,309.5,2027,19.8,39,0,No Failure,11.800000000000011,1.9696969696969697,Low Risk,2,2024-01-22 15:00:00
L47700,L,297.6,309.5,1617,36.2,42,0,No Failure,11.899999999999977,1.160220994475138,Low Risk,5,2024-01-22 16:00:00
L47701,L,297.5,309.4,1497,35.8,44,0,No Failure,11.899999999999977,1.229050279329609,Low Risk,1,2024-01-22 17:00:00
M15382,M,297.5,309.5,1448,43.7,46,0,No Failure,12.0,1.0526315789473684,Low Risk,7,2024-01-22 18:00:00
L47703,L,297.4,309.4,1401,45.9,49,0,No Failure,12.0,1.067538126361656,Low Risk,11,2024-01-22 19:00:00
L47704,L,297.4,309.4,1620,35.4,51,0,No Failure,12.0,1.440677966101695,Low Risk,9,2024-01-22 20:00:00
L47705,L,297.4,309.4,1466,45.5,53,0,No Failure,12.0,1.164835164835165,Low Risk,10,2024-01-22 21:00:00
L47706,L,297.6,309.5,1373,50.6,55,0,No Failure,11.899999999999977,1.0869565217391304,Low Risk,6,2024-01-22 22:00:00
M15387,M,297.6,309.6,1592,35.8,57,0,No Failure,12.0,1.5921787709497208,Low Risk,11,2024-01-22 23:00:00
M15388,M,297.5,309.5,1553,42.4,60,0,No Failure,12.0,1.4150943396226416,Low Risk,2,2024-01-23 00:00:00
L47709,L,297.6,309.5,1569,36.2,63,0,No Failure,11.899999999999977,1.740331491712707,Low Risk,10,2024-01-23 01:00:00
M15390,M,297.6,309.5,1709,32.2,65,0,No Failure,11.899999999999977,2.0186335403726705,Low Risk,1,2024-01-23 02:00:00
L47711,L,297.6,309.5,1549,34.9,68,0,No Failure,11.899999999999977,1.9484240687679084,Low Risk,7,2024-01-23 03:00:00
L47712,L,297.5,309.4,1443,45.4,70,0,No Failure,11.899999999999977,1.5418502202643172,Low Risk,4,2024-01-23 04:00:00
L47713,L,297.5,309.3,1675,29.8,72,0,No Failure,11.800000000000011,2.4161073825503356,Low Risk,3,2024-01-23 05:00:00
L47714,L,297.5,309.3,1623,33.4,74,0,No Failure,11.800000000000011,2.215568862275449,Low Risk,2,2024-01-23 06:00:00
H29949,H,297.4,309.3,1365,52.4,76,0,No Failure,11.900000000000034,1.450381679389313,Low Risk,12,2024-01-23 07:00:00
L47716,L,297.4,309.3,1759,24.8,81,0,No Failure,11.900000000000034,3.2661290322580645,Low Risk,6,2024-01-23 08:00:00
H29951,H,297.4,309.3,1516,43.0,83,0,No Failure,11.900000000000034,1.930232558139535,Low Risk,11,2024-01-23 09:00:00
M15398,M,297.4,309.3,1499,36.8,88,0,No Failure,11.900000000000034,2.3913043478260874,Low Risk,2,2024-01-23 10:00:00
M15399,M,297.4,309.3,1775,25.8,91,0,No Failure,11.900000000000034,3.5271317829457365,Low Risk,6,2024-01-23 11:00:00
L47720,L,297.4,309.4,1473,45.5,94,0,No Failure,12.0,2.065934065934066,Low Risk,3,2024-01-23 12:00:00
L47721,L,297.4,309.4,1296,52.3,96,0,No Failure,12.0,1.835564053537285,Low Risk,5,2024-01-23 13:00:00
L47722,L,297.5,309.4,1803,24.7,98,0,No Failure,11.899999999999977,3.967611336032389,Low Risk,11,2024-01-23 14:00:00
H29957,H,297.5,309.3,1563,36.1,100,0,No Failure,11.800000000000011,2.7700831024930745,Low Risk,3,2024-01-23 15:00:00
M15404,M,297.5,309.4,1831,26.6,105,0,No Failure,11.899999999999977,3.9473684210526314,Low Risk,6,2024-01-23 16:00:00
L47725,L,297.6,309.4,1958,22.1,108,0,No Failure,11.799999999999955,4.886877828054298,Low Risk,1,2024-01-23 17:00:00
L47726,L,297.5,309.4,1809,24.3,110,0,No Failure,11.899999999999977,4.526748971193416,Low Risk,6,2024-01-23 18:00:00
M15407,M,297.5,309.4,1482,39.3,112,0,No Failure,11.899999999999977,2.849872773536896,Low Risk,2,2024-01-23 19:00:00
L47728,L,297.4,309.3,1332,53.2,115,0,No Failure,11.900000000000034,2.161654135338346,Low Risk,4,2024-01-23 20:00:00
L47729,L,297.4,309.2,1437,40.4,117,0,No Failure,11.800000000000011,2.896039603960396,Low Risk,6,2024-01-23 21:00:00
L47730,L,297.4,309.2,1698,29.4,119,0,No Failure,11.800000000000011,4.0476190476190474,Low Risk,3,2024-01-23 22:00:00
L47731,L,297.4,309.2,1274,54.3,121,0,No Failure,11.800000000000011,2.228360957642726,Low Risk,1,2024-01-23 23:00:00
M15412,M,297.4,309.3,1622,35.0,123,0,No Failure,11.900000000000034,3.5142857142857142,Low Risk,3,2024-01-24 00:00:00
M15413,M,297.4,309.3,1564,36.0,126,0,No Failure,11.900000000000034,3.5,Low Risk,5,2024-01-24 01:00:00
H29968,H,297.5,309.4,1368,45.3,129,0,No Failure,11.899999999999977,2.8476821192052983,Low Risk,11,2024-01-24 02:00:00
M15415,M,297.4,309.4,1539,42.2,134,0,No Failure,12.0,3.1753554502369665,Low Risk,9,2024-01-24 03:00:00
L47736,L,297.5,309.4,1357,50.1,137,0,No Failure,11.899999999999977,2.7345309381237524,Low Risk,5,2024-01-24 04:00:00
M15417,M,297.5,309.4,1433,48.3,139,0,No Failure,11.899999999999977,2.877846790890269,Low Risk,4,2024-01-24 05:00:00
L47738,L,297.5,309.4,1650,34.6,142,0,No Failure,11.899999999999977,4.104046242774566,Low Risk,2,2024-01-24 06:00:00
L47739,L,297.5,309.4,1503,40.6,144,0,No Failure,11.899999999999977,3.54679802955665,Low Risk,2,2024-01-24 07:00:00
L47740,L,297.5,309.4,1318,58.2,146,0,No Failure,11.899999999999977,2.508591065292096,Low Risk,6,2024-01-24 08:00:00
M15421,M,297.5,309.4,1678,34.4,148,0,No Failure,11.899999999999977,4.302325581395349,Low Risk,12,2024-01-24 09:00:00
L47742,L,297.6,309.5,1574,30.9,151,0,No Failure,11.899999999999977,4.88673139158576,Low Risk,2,2024-01-24 10:00:00
L47743,L,297.7,309.6,1529,35.2,153,0,No Failure,11.900000000000034,4.346590909090909,Low Risk,13,2024-01-24 11:00:00
H29978,H,297.6,309.6,1669,32.1,155,0,No Failure,12.0,4.8286604361370715,Low Risk,4,2024-01-24 12:00:00
H29979,H,297.7,309.7,1570,35.8,160,0,No Failure,12.0,4.46927374301676,Low Risk,8,2024-01-24 13:00:00
M15426,M,297.6,309.7,1541,33.7,165,0,No Failure,12.099999999999966,4.896142433234421,Low Risk,3,2024-01-24 14:00:00
M15427,M,297.7,309.7,1680,30.2,168,0,No Failure,12.0,5.562913907284768,Low Risk,13,2024-01-24 15:00:00
L47748,L,297.8,309.7,1935,22.1,171,0,No Failure,11.899999999999977,7.737556561085972,Low Risk,10,2024-01-24 16:00:00
M15429,M,297.7,309.6,1596,35.2,173,0,No Failure,11.900000000000034,4.914772727272727,Low Risk,8,2024-01-24 17:00:00
L47750,L,297.7,309.7,1498,41.0,176,0,No Failure,12.0,4.2926829268292686,Low Risk,9,2024-01-24 18:00:00
M15431,M,297.8,309.8,1676,29.0,178,0,No Failure,12.0,6.137931034482759,Low Risk,2,2024-01-24 19:00:00
L47752,L,297.8,309.9,1351,49.0,181,0,No Failure,12.099999999999966,3.693877551020408,Low Risk,6,2024-01-24 20:00:00
L47753,L,297.9,309.9,1472,45.0,183,0,No Failure,12.0,4.066666666666666,Low Risk,8,2024-01-24 21:00:00
M15434,M,297.9,310.0,1439,41.7,185,0,No Failure,12.100000000000023,4.436450839328537,Low Risk,2,2024-01-24 22:00:00
M15435,M,297.9,309.9,1410,55.4,188,0,No Failure,12.0,3.393501805054152,Low Risk,14,2024-01-24 23:00:00
H29990,H,297.7,309.7,1440,51.1,191,0,No Failure,12.0,3.7377690802348336,Low Risk,3,2024-01-25 00:00:00
L47757,L,297.7,309.7,1591,37.7,196,0,No Failure,12.0,5.19893899204244,Low Risk,9,2024-01-25 01:00:00
L47758,L,297.8,309.8,1533,36.8,198,0,No Failure,12.0,5.380434782608696,Low Risk,6,2024-01-25 02:00:00
M15439,M,297.8,309.7,1700,31.3,200,0,No Failure,11.899999999999977,6.3897763578274756,Low Risk,10,2024-01-25 03:00:00
M15440,M,297.8,309.8,1798,25.5,203,0,No Failure,12.0,7.96078431372549,Low Risk,11,2024-01-25 04:00:00
L47761,L,297.8,309.7,1394,42.9,206,0,No Failure,11.899999999999977,4.801864801864802,Low Risk,4,2024-01-25 05:00:00
L47762,L,297.8,309.7,1341,49.2,208,0,No Failure,11.899999999999977,4.227642276422764,Low Risk,3,2024-01-25 06:00:00
H29997,H,297.7,309.6,1697,32.2,210,0,No Failure,11.900000000000034,6.521739130434782,Low Risk,7,2024-01-25 07:00:00
H29998,H,297.6,309.6,1419,48.2,215,0,No Failure,12.0,4.460580912863071,Low Risk,8,2024-01-25 08:00:00
L47765,L,297.6,309.5,2001,20.5,220,0,No Failure,11.899999999999977,10.731707317073171,Low Risk,2,2024-01-25 09:00:00
L47766,L,297.6,309.6,1501,49.8,222,1,Overstrain Failure,12.0,4.457831325301205,High Risk,9,2024-01-25 10:00:00
H30001,H,297.6,309.5,1623,33.1,224,0,No Failure,11.899999999999977,6.767371601208459,Low Risk,13,2024-01-25 11:00:00
L47768,L,297.6,309.4,1628,33.4,229,0,No Failure,11.799999999999955,6.856287425149701,Low Risk,5,2024-01-25 12:00:00
L47769,L,297.6,309.4,1491,40.2,231,0,No Failure,11.799999999999955,5.746268656716418,Low Risk,13,2024-01-25 13:00:00
L47770,L,297.5,309.4,1517,36.7,233,0,No Failure,11.899999999999977,6.348773841961853,Low Risk,3,2024-01-25 14:00:00
H30005,H,297.5,309.3,1525,41.7,235,0,No Failure,11.800000000000011,5.635491606714628,Low Risk,6,2024-01-25 15:00:00
H30006,H,297.5,309.5,1668,27.9,240,0,No Failure,12.0,8.60215053763441,Low Risk,11,2024-01-25 16:00:00
L47773,L,297.5,309.6,1312,50.7,0,0,No Failure,12.100000000000023,0.0,Low Risk,1,2024-01-25 17:00:00
H30008,H,297.6,309.6,1278,50.4,2,0,No Failure,12.0,0.03968253968253968,Low Risk,3,2024-01-25 18:00:00
M15455,M,297.6,309.6,1330,53.1,7,0,No Failure,12.0,0.1318267419962335,Low Risk,6,2024-01-25 19:00:00
M15456,M,297.6,309.6,1530,37.3,10,0,No Failure,12.0,0.2680965147453083,Low Risk,1,2024-01-25 20:00:00
H30011,H,297.6,309.6,1428,46.6,13,0,No Failure,12.0,0.27896995708154504,Low Risk,11,2024-01-25 21:00:00
L47778,L,297.7,309.6,1480,47.9,18,0,No Failure,11.900000000000034,0.3757828810020877,Low Risk,3,2024-01-25 22:00:00
H30013,H,297.7,309.7,1616,31.1,20,0,No Failure,12.0,0.6430868167202572,Low Risk,14,2024-01-25 23:00:00
L47780,L,297.8,309.7,1547,37.3,25,0,No Failure,11.899999999999977,0.6702412868632708,Low Risk,9,2024-01-26 00:00:00
L47781,L,297.9,309.7,2194,16.8,27,0,No Failure,11.800000000000011,1.607142857142857,Low Risk,7,2024-01-26 01:00:00
L47782,L,297.9,309.8,2000,21.3,29,0,No Failure,11.900000000000034,1.3615023474178403,Low Risk,9,2024-01-26 02:00:00
L47783,L,297.9,309.8,1336,71.6,31,1,Power Failure,11.900000000000034,0.4329608938547486,High Risk,9,2024-01-26 03:00:00
L47784,L,297.9,309.9,1542,33.8,33,0,No Failure,12.0,0.9763313609467457,Low Risk,6,2024-01-26 04:00:00
M15465,M,297.9,309.8,1693,29.9,35,0,No Failure,11.900000000000034,1.1705685618729098,Low Risk,1,2024-01-26 05:00:00
L47786,L,297.9,309.8,1461,50.5,38,0,No Failure,11.900000000000034,0.7524752475247525,Low Risk,3,2024-01-26 06:00:00
M15467,M,298.0,309.9,1565,33.9,40,0,No Failure,11.899999999999977,1.1799410029498525,Low Risk,9,2024-01-26 07:00:00
L47788,L,298.0,309.9,1403,47.7,43,0,No Failure,11.899999999999977,0.9014675052410901,Low Risk,14,2024-01-26 08:00:00
L47789,L,298.1,309.9,1629,32.5,45,0,No Failure,11.799999999999955,1.3846153846153846,Low Risk,9,2024-01-26 09:00:00
L47790,L,298.1,310.0,1534,33.7,47,0,No Failure,11.899999999999977,1.3946587537091988,Low Risk,8,2024-01-26 10:00:00
L47791,L,298.1,310.0,1553,40.9,49,0,No Failure,11.899999999999977,1.1980440097799512,Low Risk,14,2024-01-26 11:00:00
L47792,L,298.1,309.9,1563,32.8,51,0,No Failure,11.799999999999955,1.5548780487804879,Low Risk,5,2024-01-26 12:00:00
L47793,L,298.1,309.9,1634,30.0,53,0,No Failure,11.799999999999955,1.7666666666666666,Low Risk,7,2024-01-26 13:00:00
M15474,M,298.0,309.9,1445,45.2,55,0,No Failure,11.899999999999977,1.2168141592920354,Low Risk,6,2024-01-26 14:00:00
L47795,L,298.1,309.9,1642,30.4,58,0,No Failure,11.799999999999955,1.9078947368421053,Low Risk,8,2024-01-26 15:00:00
H30030,H,298.1,309.9,1686,29.1,60,0,No Failure,11.799999999999955,2.0618556701030926,Low Risk,2,2024-01-26 16:00:00
M15477,M,298.1,310.0,1393,43.1,65,0,No Failure,11.899999999999977,1.5081206496519721,Low Risk,1,2024-01-26 17:00:00
H30032,H,298.2,310.0,1433,44.2,68,0,No Failure,11.800000000000011,1.5384615384615383,Low Risk,13,2024-01-26 18:00:00
L47799,L,298.3,310.0,1507,44.7,73,0,No Failure,11.699999999999989,1.6331096196868007,Low Risk,9,2024-01-26 19:00:00
M15480,M,298.3,310.1,1389,49.6,75,0,No Failure,11.800000000000011,1.5120967741935483,Low Risk,7,2024-01-26 20:00:00
L47801,L,298.3,310.1,1408,45.3,78,0,No Failure,11.800000000000011,1.7218543046357617,Low Risk,2,2024-01-26 21:00:00
M15482,M,298.4,310.2,1725,32.0,80,0,No Failure,11.800000000000011,2.5,Low Risk,13,2024-01-26 22:00:00
L47803,L,298.4,310.1,1926,23.7,83,0,No Failure,11.700000000000045,3.5021097046413505,Low Risk,14,2024-01-26 23:00:00
H30038,H,298.3,310.1,1509,37.6,85,0,No Failure,11.800000000000011,2.2606382978723403,Low Risk,8,2024-01-27 00:00:00
L47805,L,298.3,310.1,1545,36.3,90,0,No Failure,11.800000000000011,2.479338842975207,Low Risk,9,2024-01-27 01:00:00
L47806,L,298.4,310.1,1533,35.2,92,0,No Failure,11.700000000000045,2.6136363636363633,Low Risk,13,2024-01-27 02:00:00
L47807,L,298.4,310.1,1455,42.2,94,0,No Failure,11.700000000000045,2.2274881516587675,Low Risk,14,2024-01-27 03:00:00
M15488,M,298.4,310.1,1335,57.8,96,0,No Failure,11.700000000000045,1.6608996539792389,Low Risk,7,2024-01-27 04:00:00
L47809,L,298.3,310.1,1523,45.9,99,0,No Failure,11.800000000000011,2.156862745098039,Low Risk,3,2024-01-27 05:00:00
L47810,L,298.3,310.0,1460,47.6,101,0,No Failure,11.699999999999989,2.1218487394957983,Low Risk,8,2024-01-27 06:00:00
L47811,L,298.4,310.0,1554,37.3,103,0,No Failure,11.600000000000023,2.7613941018766757,Low Risk,9,2024-01-27 07:00:00
H30046,H,298.3,310.0,1419,47.1,105,0,No Failure,11.699999999999989,2.229299363057325,Low Risk,8,2024-01-27 08:00:00
L47813,L,298.3,310.0,1442,43.9,110,0,No Failure,11.699999999999989,2.5056947608200457,Low Risk,9,2024-01-27 09:00:00
L47814,L,298.3,309.9,1507,41.6,112,0,No Failure,11.599999999999966,2.692307692307692,Low Risk,10,2024-01-27 10:00:00
L47815,L,298.3,310.0,1858,23.9,114,0,No Failure,11.699999999999989,4.769874476987448,Low Risk,3,2024-01-27 11:00:00
L47816,L,298.3,309.9,1463,43.9,116,0,No Failure,11.599999999999966,2.642369020501139,Low Risk,5,2024-01-27 12:00:00
L47817,L,298.2,309.7,1585,37.4,118,0,No Failure,11.5,3.1550802139037435,Low Risk,11,2024-01-27 13:00:00
L47818,L,298.0,309.6,1536,37.3,120,0,No Failure,11.600000000000023,3.2171581769437,Low Risk,3,2024-01-27 14:00:00
L47819,L,298.0,309.6,1403,51.3,122,0,No Failure,11.600000000000023,2.378167641325536,Low Risk,8,2024-01-27 15:00:00
M15500,M,297.9,309.6,1515,38.8,124,0,No Failure,11.700000000000045,3.195876288659794,Low Risk,1,2024-01-27 16:00:00
L47821,L,297.9,309.5,1390,47.9,127,0,No Failure,11.600000000000023,2.651356993736952,Low Risk,5,2024-01-27 17:00:00
M15502,M,297.8,309.4,1226,58.7,129,0,No Failure,11.599999999999966,2.197614991482112,Low Risk,11,2024-01-27 18:00:00
M15503,M,297.8,309.4,1495,36.5,132,0,No Failure,11.599999999999966,3.6164383561643834,Low Risk,3,2024-01-27 19:00:00
H30058,H,297.7,309.4,1608,30.2,135,0,No Failure,11.699999999999989,4.470198675496689,Low Risk,14,2024-01-27 20:00:00
L47825,L,297.7,309.4,1392,44.1,140,0,No Failure,11.699999999999989,3.1746031746031744,Low Risk,5,2024-01-27 21:00:00
M15506,M,297.7,309.4,1461,43.7,142,0,No Failure,11.699999999999989,3.249427917620137,Low Risk,11,2024-01-27 22:00:00
L47827,L,297.7,309.3,1559,36.9,145,0,No Failure,11.600000000000023,3.929539295392954,Low Risk,12,2024-01-27 23:00:00
H30062,H,297.7,309.3,1400,48.9,147,0,No Failure,11.600000000000023,3.0061349693251533,Low Risk,5,2024-01-28 00:00:00
M15509,M,297.7,309.2,1732,28.8,152,0,No Failure,11.5,5.277777777777778,Low Risk,6,2024-01-28 01:00:00
L47830,L,297.6,309.2,1611,33.1,155,0,No Failure,11.599999999999966,4.682779456193353,Low Risk,2,2024-01-28 02:00:00
L47831,L,297.6,309.1,1503,38.9,157,0,No Failure,11.5,4.035989717223651,Low Risk,3,2024-01-28 03:00:00
L47832,L,297.7,309.2,1391,44.5,159,0,No Failure,11.5,3.5730337078651684,Low Risk,5,2024-01-28 04:00:00
L47833,L,297.8,309.3,2015,20.1,161,0,No Failure,11.5,8.009950248756219,Low Risk,9,2024-01-28 05:00:00
L47834,L,297.8,309.2,1683,30.9,163,0,No Failure,11.399999999999977,5.275080906148868,Low Risk,1,2024-01-28 06:00:00
L47835,L,297.7,309.1,1435,38.8,165,0,No Failure,11.400000000000034,4.252577319587629,Low Risk,11,2024-01-28 07:00:00
M15516,M,297.7,309.1,1732,28.1,167,0,No Failure,11.400000000000034,5.94306049822064,Low Risk,7,2024-01-28 08:00:00
L47837,L,297.7,309.2,1365,58.6,170,0,No Failure,11.5,2.901023890784983,Low Risk,9,2024-01-28 09:00:00
L47838,L,297.7,309.1,1562,36.8,172,0,No Failure,11.400000000000034,4.673913043478262,Low Risk,6,2024-01-28 10:00:00
L47839,L,297.6,309.1,1449,49.1,174,0,No Failure,11.5,3.5437881873727086,Low Risk,7,2024-01-28 11:00:00
M15520,M,297.7,309.2,1700,27.4,176,0,No Failure,11.5,6.423357664233577,Low Risk,1,2024-01-28 12:00:00
M15521,M,297.6,309.0,1427,45.6,179,0,No Failure,11.399999999999977,3.9254385964912277,Low Risk,4,2024-01-28 13:00:00
M15522,M,297.6,308.9,1479,38.1,182,0,No Failure,11.299999999999955,4.776902887139108,Low Risk,7,2024-01-28 14:00:00
L47843,L,297.5,308.9,1469,44.0,185,0,No Failure,11.399999999999977,4.204545454545454,Low Risk,14,2024-01-28 15:00:00
L47844,L,297.5,308.9,1390,47.4,187,0,No Failure,11.399999999999977,3.9451476793248945,Low Risk,4,2024-01-28 16:00:00
L47845,L,297.5,308.9,1729,28.1,189,0,No Failure,11.399999999999977,6.725978647686833,Low Risk,6,2024-01-28 17:00:00
L47846,L,297.5,309.0,1470,43.5,191,0,No Failure,11.5,4.390804597701149,Low Risk,12,2024-01-28 18:00:00
L47847,L,297.5,308.9,1459,48.5,193,0,No Failure,11.399999999999977,3.979381443298969,Low Risk,12,2024-01-28 19:00:00
L47848,L,297.5,308.9,1738,24.0,195,0,No Failure,11.399999999999977,8.125,Low Risk,4,2024-01-28 20:00:00
H30083,H,297.5,308.9,1471,37.7,197,0,No Failure,11.399999999999977,5.225464190981432,Low Risk,9,2024-01-28 21:00:00
L47850,L,297.6,309.0,1822,25.4,202,0,No Failure,11.399999999999977,7.952755905511811,Low Risk,7,2024-01-28 22:00:00
